pair_id	han_sentence	viet_sentence
HVB_001_0090	裴夷直字礼卿为中书舎人武宗即位夷直视册牒不肯佥书出为杭州刺史又斥驩州司户参军宣宗时召为常侍	Tự là Lễ làm TrungThư XáNhơn Khi VũTông lên ngôi DiTrực xem sách điệp chẳng chịu kýtên bị giáng làm ThứSử HàngChâu lại bị đuổi đi làm TưHộ thamquân tại HoanChâu
HVB_001_0091	陈蟠叟为至徳令见懿宗怠荒不视庶政委任路岩岩奢靡颇通赂遗蟠叟上言请破邉咸一家可赡军三年上问咸为谁对曰路岩亲吏上怒流爱州	nuôi quân ba năm Vua hỏi Hàm là ai Thưa rằng là kẻ thân lại của LộNham Vua giận đày ra Ái Tự là CơChi người QuếDương thôi chức TểTướng ra làm TiếtĐộSứ KinhNam Năm Hàm
HVB_001_0092	刘瞻字几之桂阳人罢相为荆南节度使咸通十一年同昌公主薨诏捕留官二十馀人全家繋狱瞻与兆尹温璋力谏言陛下狥爱女囚平民懿宗怒贬瞻为驩州司户璋为驩州司马	Thông thứ ĐồngXương côngchúa chết vua xuống chiếu bắt quan yviện hơn hai mươi người toàn gia hạ ngục Chiêm cùng với KinhTriệuDoãn là ÔnChương cố sức can gián bảo rằng vua quá thương
HVB_001_0093	安南志畧卷十一	An Nam Chí Lược Quyển Đệ Thập Nhất A n N a m C h í L ư ợc
HVB_001_0094	赵氏世家	Gia thế Họ Triệu Người ChơnĐịnh thời nhà Tần trước CôngNguyên làm quan lệnh huyện LongXuyên
HVB_001_0095	胡立闽越击南越胡不敢擅兴兵使人上书汉武帝为兴师讨闽越胡感徳遣太子婴齐入宿卫方日夜装入见其大臣谏曰先王昔言事天子期无失礼不可入见入见则不得归亡国之势也称病竟不入见后十年胡实病甚婴齐请归胡薨谥为文王	Hồ lên làm vua lúc ấy MânViệt đến đánh NamViệt Hồ không dám tự chuyên dấy binh khiến người dâng thư cho Hán VũĐế VũĐế vì Hồ dấy binh đánh MânViệt và khiến NghiêmTrợ qua dụ Hồ
HVB_001_0096	婴齐立即藏先帝玺李邠云藏其僭号玺初婴齐入宿卫在长安取邯郸摎氏女生子兴及嗣位上书请立摎氏为后兴为嗣汉数使人讽谕婴齐固称疾遂不入见遣子次公入侍婴齐薨谥为明王	AnhTề lên làm vua giấu cất ấn ngọc tỷ của tiênđế LýKhanh nói rằng giấu cất ấn ngọc tỷ tiếm hiệu Trước đây lúc AnhTề vào túc vệ ở TrườngAn cưới con gái họ Cù ở đất HàmĐan đẻ con
HVB_001_0097	附宋谏议朱之才南越行之才字师美洛西人崇宁间坐直为四水令见中州集	đầu đặt quan TháiThú Họ Triệu làm vua được năm đời cộng năm Phụ chép bài NamViệtHành của Quan GiánNghị nhà Tống là ChuChiTài
HVB_001_0098	孝武废南越置郡邑设官守歴朝至唐末交爱土豪曲杨矫呉相继簒夺殆五六十载宋初丁部领簒呉太祖封丁氏王爵	Vua HiếuVũ bỏ nước NamViệt chia làm quận ấp đặt quan caitrị trải mấy triều đều noi theo Cuối đời nhà Đường các thổhào châu Giao châu Ái là các họ Khúc Dương Kiểu Ngô nối nhau soán
HVB_001_0099	杨廷艺爱州人也曲颢将刘龚即擒曲承美授廷艺爵命以李进为交州使与梁克正守其城龚谓左右交址民好乱但可羁縻而已明年廷艺果叛举兵围城克正溃走廷艺据其境为矫公羡所杀	Người châu Ái tướng của KhúcHạo Khi LưuNghiễm đã bắt KhúcThừaMỹ rồi phong tước cho ĐìnhNghệ khiến LýTấn làm ThứSử GiaoChâu cùng với LýKhắcChính giữ thành Nghiễm bảo kẻ tả
HVB_001_0100	矫公羡杨廷艺牙将也杀廷艺而代之晋天福二年伪汉大有十年呉权举爱州兵围公羡力屈乞师于刘龚龚以其子万王洪操封为交州节度使统兵往救至白藤江权已杀公羡洪操逐之全军焉	Nhatướng của DươngĐìnhNghệ giết ĐìnhNghệ mà thay thế Niênhiệu ThiênPhúc nhà Tấn năm thứ NgụyHán ĐạiHữu thứ NgôQuyền cử binh ÁiChâu vây CôngTiễn Tiện sức kém
HVB_001_0101	丁氏世家	GiaThế họ Đinh Người động HoaLư GiaoChâu Cha là CôngTrứ làm nhatướng của ĐìnhNghệ Cuối thời Ngũ
HVB_001_0102	丁部领交州华闾洞人父公著为廷艺牙将五代末廷艺廵交州以公著权驩州刺史初呉权矫杀公羡而部领父子归呉氏因遣公著还旧任卒部领继袭及呉昌文卒其下作乱部领与子琏平之领交址事号大胜王私署琏为节度使十年部领卒	Đại ĐìnhNghệ đi trấn GiaoChâu lấy CôngTrứ quyền ThứSử HoanChâu Trước đây NgôQuyền giết KiềuCôngTiện cha con BộLĩnh về với NgôQuyền Quyền nhân khiến CôngTrứ về nhiệm chức cũ Khi
HVB_001_0103	安南志畧卷十一	An Nam Chí Lược Quyển Đệ Thập Nhất GiaThế họ Lê
HVB_001_0104	钦定四库全书	AnNam ChíLược Quyển Đệ Thập Nhất Chung Cửu Kinh tức là Ngũ Kinh và Tứ Thư
HVB_001_0105	安南志畧卷十二	An Nam Chí Lược Quyển Đệ Thập Nhị A n N a m C h í L ư ợc
HVB_001_0106	李氏世家	GiaThế Họ Lý LýCôngUẩn tức LýTháiTổ
HVB_001_0107	日尊立仁宗就降封静海军节度交址郡王嘉佑三年贡异兽白麟英宗即位加同平章事神宗进封南平郡王加开府仪同三司熈宁四年曰尊薨子乾徳遣使告哀	phong NhậtTông chức ĐồngBìnhChươngSự ThầnTông tiến phong tước NamBình quậnvương gia chức KhaiPhủNghiĐồngTamTy Năm HyNinh thứ NhậtTông mất con là CànĐức khiến sứ
HVB_001_0108	乾徳立宋加封用为交址郡王熈宁八年冬十一月交址冦邉钦亷等州命赵卨及内侍李宪讨之	Nhà Tống gia phong làm GiaoChỉ quậnvương Năm HyNinh thứ mùa đông tháng GiaoChỉ cướp biên cảnh đánh hãm mấy châu Khâm Liêm Vua ThầnTông nhà Tống khiến TriệuTiết và
HVB_001_0109	阳焕仁王子也立绍兴二年春三月封交址郡王七年阳焕薨居位七年諡神王	Năm TuyênHoà thứ đời vua HuyTông giaphong chức TưKhông Đầu niên hiệu Tĩnh Khương CànĐức còn mạnh khỏe Năm đầu hiệu ThiệuHưng đời vua CaoTông CànĐức
HVB_001_0110	安南志畧卷十二	An Nam Chí Lược Quyển Đệ Thập Nhị ThiênTộ tức AnhTông
HVB_001_0111	安南志畧卷十三	AnNam ChíLược Quyển Đệ Thập Nhị Chung An Nam Chí Lược Quyển Đệ Thập Tam
HVB_001_0112	陈氏世家	GiaThế Họ Trần Đời thứ nhứt tức TrầnThừa
HVB_001_0113	二世陈阙　交址人李氏外戚也李乱末陈与弟建国击贼有功以为太尉建国为大将军子尚李惠王女昭圣因有国卒追諡太祖二名讳也	Lý kế vị quốcvương ChiêuThánhHậu không con Cảnh lại lấy người em vợ sinh được ba người con trai Đầu đời ThiệuĐịnh nhà Tống khiến sứ tiến cống LýTông phong làm Annam quốc
HVB_001_0114	至元十五年以父老立后表乞诏袭帝不允二十八年遣礼部尚书追号大虗子凢表章进贡必用名至元五年又遣贡	Năm ChíNguyên thứ lấy cớ cha già thoáivị dâng biểu xin kế tập vua không cho Năm thứ vua khiến LễBộ Thượngthư TrươngLậpĐạo dụ vào triều kiến Năm sau
HVB_001_0115	安南志畧卷十三	An Nam Chí Lược Quyển Đệ Thập Tam Đời thứ sáu tức MinhTông
HVB_001_0116	安南志畧卷十四	AnNam ChíLược Quyển Đệ Thập Tam Chung An Nam Chí Lược Quyển Đệ Thập Tứ
HVB_001_0117	丁氏以来始受宋封王爵其国则窃称号名仿赵佗故事自封其国有王侯设官有正有接者类品从也	Từ nhà Đinh trở về sau mới chịu vươngtước của nhà Tống giaphong Nhưng ở trong nước tự đặt danhhiệu bắt chước việc cũ của TriệuĐà tự phong trong nước có vương hầu đặt quan có
HVB_001_0118	方镇上路寨主侯明字为之副寨主俗呼行遣又呼尚书明字大僚为之知州观察察海押狱官镇遏	Thượnglộ trạichủ lấy các quan hầu và Minhtự làm chức ấy Phó trạichủ tục gọi là HànhKhiển hay Thượngthư lấy các quan MinhTự Đạiliêu làm chức
HVB_001_0119	僧官国师僧统僧録僧正大贤官	Tăngquan Chức sắc nhà chùa Đạoquan Chức sắc các thầy pháp
HVB_001_0120	元鼎中南越为内地署官府任歴朝弗变五代乱变交址丁部领即据其地	Trungquốc nhà Hán đặt quan phủ cai trị trải mấy triều không thay đổi Đến đời NgũĐại biến loạn GiaoChỉ ĐinhBộLĩnh bèn cứ quốc xưng vương
HVB_001_0121	宋初丁部领遣贡太祖封部领为交址郡王宋开寳年丁琏袭父位遣郑琇王绍祚江巨瑝贡金帛犀象黎氏遣使	Quậnvương Khoảng niênhiệu KhaiBửu ĐinhLiễn kế tập ngôi cha khiến TrịnhTú Vương ThiệuTộ GiangCựHoàng tiến cống vàng lụa têngưu voi
HVB_001_0122	宋太平兴国五年黎桓簒丁氏遣赵子爱张绍凭贡方物太宗封桓为交址郡王	Nhà Tống năm TháiBìnhHưngquốc thứ LêHoàn cướp ngôi họ Đinh khiến TriệuTử Ái TrươngThiệuBằng cống vật thổsản TháiTông phong Hoàn làm GiaoChỉ Quậnvương
HVB_001_0123	宋景徳元年黎桓遣子黎明提入贡召至便殿劳问之授明提爵三年三月桓卒子龙庭立遣弟黎明与掌书记黄成雅来贡召升殿抚问乆之封龙庭以王爵赐名至忠授明等职名	Nhà Tống hiệu CảnhĐức năm đầu LêHoàn khiến con là LêMinhĐề vào cống Thái Tông vời đến tiệnđiện vũ ủi thăm hỏi và phong tước cho MinhĐế Tháng năm thứ LêHoàn
HVB_001_0124	至元十四年丁丑陈太王薨子立遣大夫周仲彦呉徳劭来贡明年世祖皇帝命礼部尚书柴椿召世子入见以疾不行遣其大夫郑廷瓉杜国计入贡留廷瓉于京师	Năm ĐinhSửu ChíNguyên thứ TrầnTháiVương mất con lên ngôi khiến Đạiphu ChâuTrọngNgạn và NgôĐứcThiệu tiến cống Năm sau ThếTổ HoàngĐế khiến LễBộ ThượngThư Sài
HVB_001_0125	至元庚辰再命柴尚书引杜国计还谕世子惧遣其从叔陈遗爱代入觐黎仲佗副之十九年壬午世子遣大夫黎努邓右来贡	Năm sau triềuđình cho VănHàn làm Trungthuận đạiphu Quihoágianglộ TuyênVũsứ hư hàm Tháng giêng năm ẤtDậu hiệu ChíNguyên quanbinh hạ LaThành ThếTử khiến Tôn
HVB_001_0126	至元丙戌遣大夫阮义全阮徳荣贡朝廷以世子不朝留义全于京师	Năm BínhTuất ChíNguyên khiến đạiphu NguyễnNghĩaToàn và NguyễnĐứcVinh tiến cống Triềuđình vì cớ ThếTử không vào chầu lưu NghĩaToàn lại Kinhsư
HVB_001_0127	至元丁亥遣大夫阮文彦白舎来贡王师再举留文彦等数年放还国	Năm ĐinhHợi ChíNguyên khiến Đạiphu NguyễnVănNgạn và BạchXá vào cống gặp lúc triềuđình lại cử binh đi đánh lưu bọn VănNgạn ở lại vài năm sau tha cho về nước
HVB_001_0128	至元戊子春镇南王班师世子遣近侍官朱修改可容贡方物谢罪	Năm KỷSửu ChíNguyên khiến Đạiphu ĐàmChúng vào cống năm sau ThếTử mất Năm TânMão ChíNguyên ThếTử TrầnNhânTông khiến Đạiphu NghiêmTrọngDuy
HVB_001_0129	至大乙酉世子遣大夫童应诏谢大董来贡至大乙亥遣大夫黎仁杰武子班贡	Năm GiápThìn ĐạiĐức khiến ĐạiPhu NguyễnNhượcChuyết và TôHân vào cống Năm BínhNgọ ĐạiĐức khiến Đạiphu PhíMộcĐạc và LêNguyênTông vào cống
HVB_001_0130	皇庆二年遣大夫阮文琰黎时髦贡贺仁宗皇帝即位延佑元年甲寅遣大夫邓国用呉元老贡	Năm TânHợi ChíĐại khiến ĐạiPhu LêNhânKiệt và VõTửBan vào cống Năm HoàngKhánh thứ khiến đạiphu NguyễnVănDiệm và LêThờiMạo vào cống
HVB_001_0131	钦定四库全书	AnNam ChíLược Quyển Đệ Thập Tứ Chung An Nam Chí Lược Quyển Đệ Thập Ngũ
HVB_001_0132	杜瑗字道言朱鸢人或云夲属京兆祖元守合浦因居交址东晋末为日南九真太守斩前守李逊州境获宁帝拜龙骧将军交州刺史卢循据广州遣使通好瑗斩其使	và quận CửuChân Viện chém quan TháiThú trước là LýTốn trong quận được yên vua phong chức LongNhương tướngquân ThứSử GiaoChâu Khi LưTuần chiếm cứ QuảngChâu khiến sứ đến thông
HVB_001_0133	陈览李圣王近侍官也王构阁江中听草堂国师法览藏身筏下窃听王觉欲以枪捘鏦之师止曰彼亦有縁毋庸杀也即授览以水法王逰海道命览掌膳以食器投空中凡至泊所器即涌舟侧取供膳王又托令具巨木览一夕至百株乃命匠断木流血入水去	Quan cậnthị của LýThánhVương Vương làm nhà gác ở giữa sông để nghe ThảoĐường Quốc Sư truyền pháp Lãm nép mình dưới bè nghe trộm Vua biết được muốn lấy cây thương đâm Lãm Sư
HVB_001_0134	陈普太王用为左藏迁翰长尝作越志黎秦爱州人温恭博学太王用为翰长丁巳冬随王拒乌兰哈达兵败与王并马驰至获具反树有范具只领兵救王官兵杀具只太王走免至冷美津才登舟骑兵追至乱射王秦以舟板翼之仅免以功封秦为保文侯入内判首	Tỵ theo Vương chống NgộtLương HợpThai binh bại cùng Vương giong ngựa chạy đến PhạmGia Bảo gặp có PhạmCụChích đem binh đến cứu quanbinh giết CụChích TháiVương chạy khỏi đến bến
HVB_001_0135	徴侧交址麊泠县雒将女也其夫诗索朱鸢县雒将男也后汉太守苏定以法绳之侧怒与妹徴贰反攻畧六十五城自主为王马援斩之	Con gái của LạcTướng huyện MyLinh quận GiaoChỉ Chồng là ThiSách con trai của Lạc Tướng huyện ChuDiên bị TháiThú đời HậuHán là TôĐịnh dùng phápluật trị tội Trắc oán cùng em
HVB_001_0136	赵妪九真军宁县女子少不嫁乳长三尺置于背外著金拓齿履乗象头与敌战居山中聚党为盗交州刺史陆裔诛之	gái là TrưngNhị làm phản đánh chiếm thành tự lập làm vua kế bị MãViện chém Con gái ở huyện QuânNinh quận CửuChân lúc trẻ không lấy chồng vú dài ba thước vắt ra
HVB_001_0137	杨清交州人唐开元间为驩州刺史都李象右忌之召为牙将郁郁思乱黄家同叛象右授清兵助讨清与男志烈还袭象右寻为杜仲武斩之	Châu VạnNhai đều phục tòng GiaoChỉ Ngày nọ ToànPhúc giết ToànLộc và chiếm luôn châutrị Lý TháiVương giận cử binh bắt ToànPhúc và con là TríThông đem về Vợ ToànPhúc là ẢNùng lấy người
HVB_001_0138	任延云田种白谷五月作十月登赤谷十二月作四月登所谓国税两熟之稻乡贡八蚕之绵麻粟地狭种籼二麦无之蚕桑	NhâmDiên nói rằng ruộng giồng lúa trắng tháng cấy tháng gặt lúa đỏ tháng chạp cấy tháng gặt Bởi thế người ta thường bảo rằng Nước thâu thuế ruộng hai mùa làng cống tơ tằm tám
HVB_001_0139	刘欣期交州记一歳八蚕蚕出日南桑则大小二种小桑孟春培之枝叶繁茂自三月至八月皆养蚕盐	Sách GiaoChâu ký của LưuHânKỳ chép một năm tám lứa tằm tằm sản xuất ở NhậtNam dâu thì có lớn nhỏ hai giống giống dâu nhỏ trồng về tháng giêng cành lá sua sê Từ tháng ba đến tháng
HVB_001_0140	富良广源等州虽産金银而采金户苦其役纳不足则买诸他州输之明珠	Hoàng bạchkim vàng và bạc Các Châu PhúLương QuảngNguyên sản xuất vàng bạc nhưng các người tìm vàng tìm bạc
HVB_001_0141	中州载麒麟紫草乃蚁之所造如蜂作蜜紫草色赤面黄似松枝交州志紫草与血竭俱出于交而非一物明矣夲草云二物主五脏邪气止痛破血愈金疮	Sách TrungChâu chép Kỳlân tửthảo do kiến tạo ra cũng như ong làm ra mật vậy TửThảo sắc đỏ mà vàng giống tùngchi GiaoChâuChí chép rằng TửThảo và huyếtkiệt đều sản xuất ở Giao
HVB_001_0142	古载出谅州古都县味苦难为饮薏苡	Rau đắng sách xưa chép sảnxuất ở huyện CổĐô thuộc LượngChâu vị đắng khó uống ÝDĩ Hạt bobo
HVB_001_0143	夲州髙凉交州亦有之雷州産者佳江左曰杜若味大温治积冷腹痛锉末炒米饮调服霍乱吐用五两重煨熟击碎净洗入酒一升煮三五沸服之立效益声气好顔色豪家煎汤饮之黄姜	thổtả hoắc loạn dùng CaoLươngCương năm lượng nướng chín đập dập rửa sạch đổ vào một thăng rượu đun sôi năm ba lần uống vào kiến hiệu tức khắc Uống CaoLươngCương thì thanhkhí tăng thêm
HVB_001_0144	刘欣期交州记犀毛如豕头有三角鼻上角短额上角长异物志角中时有光耀白理如线自末达夲为通天犀	Sách GiaoChâuKý của LưuHânKỳ chép lông têngưu giống lông heo đầu có ba sừng sừng trên mũi ngắn hai sừng trên trán một dài một ngắn DiVậtChí nói rằng trong sừng thường có
HVB_001_0145	交州记出九徳生一角长二尺汉灵时九真献竒兽至元间安南尝贡焉白鹿	GiaoChâuKý chép rằng Bò tót sản xuất ở quận CửuĐức có một sừng dài hai thước Thời Hán LinhĐế CửuChân dâng bò tót cho là con thú lạ Khoảng niên hiệu ChíNguyên
HVB_001_0146	晋元康初白鹿见交址武宁县宋文帝元嘉末交址献白鹿潜水牛	Đời Tấn đầu niênhiệu NguyênKhương có con hươu trắng xuất hiện ở huyện Vũ Ninh quận GiaoChỉ Đời Tống VănĐế cuối niênhiệu NguyênGia GiaoChỉ đem dâng hươu trắng
HVB_001_0147	交州记勾漏县有潜水牛上岸则角软入水则复坚猩猩	TiềmThủyNgưu trâu lặn dưới nước GiaoChâuKý chép răằng tại huyện CâuLậu có giống trâu lặn ở dưới nước lên bộ thì sừng
HVB_001_0148	郭璞云出交州山中状如人面长背黒身有毛及踵也被髪迅走食人见人则笑左思云佛佛笑而被格者蚁子盐醢	QuáchPhác nói rằng Đườiươi sảnxuất trong miền núi GiaoChâu hình dáng giống người lưng dài mình đen có lông đến gót chân xỏa tóc chạy mau ăn thịt người thấy người thì cười TảTư nói
HVB_001_0149	安南志畧卷十五	AnNam ChíLược Quyển Đệ Thập Ngũ Chung An Nam Chí Lược Quyển Đệ Thập Lục
HVB_001_0150	安南桂管等官身及家口赴任给传乘一品马十匹驴十头　　　二品马九匹驴九头三品马八匹驴八头　　　四品五品马四匹驴四头六品七品马二匹驴二头　八品九品马一匹驴一头口少者准见口给之	Lục phẩm thất phẩm ngựa con lừa con Bát phẩm cửu phẩm ngựa con lừa con
HVB_001_0151	大元延佑七年海南穷民掠百姓女子入安南鬻为婢国王闻之遣人擒获追其元鬻人口遣使送还海北海南元帅府	Năm DiênHựu thứ nhà ĐạiNguyên dân bần cùng ở HảiNam bắt con gái của dân chúng đem vào Annam bán làm con ở Quốcchủ nghe việc ấy khiến người theo bắt được bọn cướp
HVB_001_0152	老母越南垂白髪病妻燕北待黄昏蛮烟瘴雨交州客三处相思一梦魂	Mẹ già NamViệt phơ đầu bạc Vợ ốm BắcYên đợi bóng tà
HVB_001_0153	赠世子太虚子	Tặng ThếTử TháiHưTử VănChương ThếTử nổi tinhthần
HVB_001_0154	翰林学士胡祗遹绍闻	Tô Vũ sứ Hung Nô Trương Khiên sứ Tây Vức
HVB_001_0155	王希贤	Đường Vương Bột đi qua Nam Việt Giang thần thần ở sông biết Bột có kỳ tài giúp một đêm gió cho mau tới để làm bài tựa Đằng Vương Các
HVB_001_0156	东浙生民望紫翁紫翁心事与天同好将一卷交州稿刻在天台雁荡中	ĐôngChiết sinhdân đợi TửÔng TửÔng tâmsự với trời thông
HVB_001_0157	赠天使张显卿使还	Tặng Thiênsứ TrươngHiểnKhánh đi sứ về Gió đưa hồn mộng đến GiaoChâu
HVB_001_0158	四世陈仁王竹林道士四首	An Nam Chí Lược Quyển Đệ Thập Bát Ứng đối tứ phương thi thuộc làu
HVB_001_0159	柘枝舞罢试春衫况値今朝三月三红雪雕盘春菜饼从来风俗旧安南	TrầnNhânVương tứ thế TrúcLâm ĐạiSĩ biếu Thiênsứ TrươngHiểnKhánh bánh Thôi múa cành dâu thử áo xuân
HVB_001_0160	老国叔昭明王乐道先生二首赠天使柴荘卿李振等	Lão Quốcthúc ChiêuMinhVương LạcĐạo TiênSinh Hai bài Bài I Tặng Thiênsứ bọn SàiTrangKhanh và LýChấn
HVB_001_0161	侍宴皇庆初元	Chầu ăn yến năm đầu HoàngKhánh Thềm vàng nghitrượng giục ban mai
HVB_001_0162	安南志畧卷十九	An Nam Chí Lược Quyển Đệ Thập Cửu A n N a m C h í L ư ợc
HVB_001_0163	安南志畧卷二十	Lời bạt của Tiền Đại Hân An Nam Chí Lược Quyển Đệ Thập Cửu
