pair_id	han_sentence	viet_sentence
HVB_002_0092	指掃蕩無遺待黎 安南志原卷第三 老選求陳氏子孫復其王爵雪幽魂於地下解倒懸於國中助恶拒命天 賊父子送至軍門者厚加爵賞敢有昏遠不 國成有願留買賣者聽其自便若有能為南國之人造福生擒國之見在安南通商或被拘留者可急赴軍門自陳即與護送還二百二十二 YE	子或爲鄭氏欺詐雖稱爲黎氏子孫第據諸司責勘或爲玩 蒙有或可别與都有罪未宜輕爵士伊孫 海先合待命 存似宜體合行雲南鐵難憑據但黎修貢己久若遺裔護總管等項名色如漢唐故事此所謂以夷治夷者也至若黎寧為曲盡登庸 江居住不致失所責勘果有可據仍會於漆願以如帖浪二郡漂金勒古林萬葛四上表謝歸之 州如林希元議上從之乃降安南國王為安南統使司以登爲都統使從二品給印章子孫世守海陽山南十三路各設宣德使司盡取欽州侵地仍会守臣勘訪黎寧果是後授以清華制下登庸已死伯温等請以别命授其孫福海 等四府以承黎實有 方五歲國內多亂又五年始襲時黎氏雖居一隅而黨類日盛邦會宏臣黎伯亂檢以兵之走海陽自是不能赴 本死其臣鄭檢立其子黎寵檢樓之子也寵死立黎除之子黎領職而貢使亦不能行隆慶中莫宏灑卒萬曆元年子莫茂洽 據安南莫敬用居高平黎氏關求襲自嘉 四十二年入貢道十餘年方以期修貢蓋邦內多梗化立 後維邦死鄭檢子之子維潭松以師攻洽輔氏復 督臣陳大科上言莫之募黎其事逆黎之復讐其名正宜許其來歸於是壇受降如莫道不過中國一縣自黎氏以來雖奉貢然帝其國如尉院故而予莫敬用高平台維潭得侵害安南復定按安南國十三道登庸故事降安南王爲都統使司詔以潭為都統使給銀印鄭也以清華爲莫以古齋維潭死子維新立時 事死則加稱宗黎或日鄭鏟爲之鄭宗亡黎復黎皆 之 安南志原卷第一二十二十 安南志原 第一 遂爲例本朝平定西順治十七年三月十四日據安南都統莫 國不入貢者十餘年新死子維立補前貢以兩貢同納敬耀申報巡撫于公時耀具稱其 莫登庸受前明封安南都統 占其地殺其祖茂治取其印其後有鄭唱亂代黎氏復仇 奔投南關差目日茂控訴乃蒙故明巡撫戴耀差官祖莫敬 榮給安插莫敬恭於高天四年黎鄭兵檎敬井粉 割解起黎京病故後其仇復以高平兵與鄭戰爭天 敬寬先向化且欲篇黎氏勸具聞報可自後入貢相繼其後安南黎 求封號公其五年乃自銅印約束兵民今來 提聞高平莫氏投誠隨亦表關康熙二年道其陪臣黎 使 楊浩同存澤入貢至京朝廷頒賞有差送歸國維未受封而康三年欽差國史院編修志遠吊祭 光 部司 提嗣子黎維禧援例請封詔合繳納偶敕印時總督 公興會 同巡撫金光祖官往論康熙五年春維禧使關 繳納上遺翰林院侍讓程芳朝禮部侍那張易賁印册封因授南部 禧爲王先是敬耀來歸未受封而卒其子元清 尋兵不己六年八月維遺人奪高統使及黎禧爲王莫構 討上命 移元清於南寧特遺內院侍讀李仙根部主事楊七年正月始聞於朝兩廣督撫提諸臣会言黎氏宜加征平兵 甚盛元清績且舊與歸順下雷各土司有無援絶路乃奔歸順旗略地元清至歸順行李盡空男女老少不足三千安南志原 第一 論維 合以高還元清十二月二使臣至南 元清高平略地及失散家口結册具報正月十七日二使抵安南交人疑謀不肯宣敷且言元清舊與光澤黃應麟血希以朝二十四 二十五
HVB_002_0093	皇上之心下以慰爾民之望須至榜文者 總兵官平定安南露布文 對壘嘉林親帥大軍間道以涉其處屯營江口 榮揚兵以扼其 以爲湯池樹棚立城連橋接艦 互七百里詭計千萬端先調朱 敦謂終無悔東西都之固以爲巢穴 富良江之 聖訓戒無妄殺欲全誤榜 誠宣力武臣雲陽伯陳旭欽 招 晟右軍都督同知豊城侯臣李彬右 將軍奉天 侯臣推	寶等居於廣南董宜塞妄稱號敬等呼為二王寶爲三 責緝康熙三十年三月維奉貢差陪臣阮名儒 貴德阮廷策陳復本言敬胴敬居於泗城泗州土官妻以息女莫敬建行劫掠彼國高平宜光真化等地分叉雲南開化土官侵佔其 王敏呼為四王通結國宣光人名寬及三桂殘黨姓方姓王 國宣光處保樂州百的豐有巢玉極等社村川州東蒙無咎羊蝴蝶普園各社 村 化處水尾州甘棠香山山腰昭晋州三 廣陵黄巖合 等州云云 李仙根日交趾之地的安南郎交州郎日南西北自交來故日爛花貫等 之二十八村自縣土官侵佔其國興化處水尾州呈面崗之二十五社村瞬州姓則侵其國與化處漫崖州四 交趾北界廣西東界廣東西界雲南西南界老郎古哀牢南 島山左安子山右傘圓山插八雲抱前入大海 河左右入大海中通占城秦漢時皆郡縣也黎氏立國在环河之西後三 南荒一都會也所屬有十三道五十三府二百三十二州縣統 梳之故不散足足無塵以地在沙也男女衣皆大領無分高平一府四州在北之東俱無城郭其人被髮以香蠟 莫氏然非所好 别男無裙褲女有無摺圍裙其王與官或時冠帶靴也稱其貴人日翁翁者大官也其牛羊猪燒去毛的割而食之又有燒酒時刻喫 榔惟睡夢方停 也每用藥物塗其齒黑而有光見人齒白者笑之惟王宮用黄官民不敢用以茅苦王殿機高不過丈許其屋外多種刺竹甘 高四尺許門高不過三尺首折腰乃得出入郎 極棟以竹房生長無定其氣候常媛其土産 椰子諸樹其四時 稻無二有布最繊輕有蠶 安南志原 第一
HVB_002_0094	特進榮祿大夫柱國新城侯張輔同征夷將軍右副將軍西總兵官征夷右副將軍掛征夷將軍印奉天靖難推誠宣力武臣展 游可計圖而取乃親率立功都督程達指揮宋 等中夜异船 精兵突出宣光江口攻殺案尋奪澳 等沙臣彬復相度其上 貫珠而築壘仍木以造舟以都督都指揮徐孫孔等先領 賊徒驚潰讓等攻棚花隘而蠻卒擒夷仙遊等關望風皆亦 涉崎過調都指揮使陳等奪猛烈關而 而取道所過林 大治戰政之具以會雲南之師臣等由蒙自縣而進兵經野 滅從火 枚間道而出洪水江頭乘時擊 舟始奪富良江面 沙灘而布陣 及波濤上下為赤我 驚上天之飛來爱造 讓徐陳漆晟督指 徐源等流合擊船舶首尾相連戰	安南志原 第一 若猶未也不如勿王通力而請和柳升兩入而敗沒然後下 當立黎乃也以法當誅若日民遠則將立黎利乃定之矣 而乃君臣相賀自聖德至於旌節符続狐裔土將 死帝詔 夫文使修好撒藩城下之盟耻同新鄭 地之議辱比敬 形勢見忍垢機車奔師夷韓王牛後魯連誓帝不加兵南越光武置西域都護所謂量力度德懼歇端有公卿流草戰士 魂哭聞中夜孤臣血碧化千年計其師之日文武士家而歸者八萬六千六百四十人為黎賊成不競乃唐至貞觀加突厥文昭板始推州宗 方損威中國誰秉國衡至此極乎漢火方昌呼韓願元笑 留不遺者向數萬人死者君其問諸水津生者不望其生入玉關四海 九州鼎定通販因 袴柳升夫在輕浮乃捐之為 美比祖宗於穆滿夫曹公東下子布請迎淵戒嚴堯臣 自古儒生提安承明若有 經誤國二楊太平宰相糊勞 名為陳後實爲黎嘉靖中黎氏中葉莫登庸復牌之黎又闻告哀朝廷又主二楊之議而世宗赫怒竟伸天討兵未出於國 餘機危疑必形不足不然新主於金川阿儀於末路有 立身於朝堂進退狼狽而顯預圖外謀遠大者哉夷其行門而莫氏子自首軍門其王就世守職不聞其强 自大勞 中國也所可異者太使沐晟取雲南即留世真 張轉取交趾不以留鎮彼國二十年後并召還黄福中成 三百年來終梗王化夫廟算有遺策而春秋多顧發於中官 成於庸帥勃貂多魚特做漏師短較 必敗乃 備也
HVB_002_0095	安南志原卷第三	安南志原卷第一三十五 安南志原卷第一持平
HVB_002_0096	安南志原 第三 梁以渡我旭將兵夜合尋徑路以進師士馬雲屯同對敵二百二十四 前進發戰具以交攻途拔寨而槛城轉益力盖自寅而至午攀而直上官矢石以 卒咸蟻赴以争先堅甲利兵旋 南武夫 即流血如川積屍成早晨等率都督指揮陳等攻城之東 雨砲銃為雷象陣以來衝我出虎 而破潰勁敵破壁 三軍作氣爭赴敵以超前攀雲梯以爭先霸戈而維擊鋒鎮飛軍程寬等都指揮黃義等攻城之西南四鼓鳴乃出之不意而申令親督陣以比兵調都督黃中等揚將軍未英等神機將軍大集而椅角之勢成諸將合心而破賊之計决輔等乃援 結壘惟多邦城之險隘實三帶江之喉備甚嚴攻取宜兩 戰方股我勢雄殘夷腿落卷風之虐騰殺氣之 領隊兵分剪餘乃追踪而遠掃乘勢以長經傘 山西 將軍朱等彬仍率都指揮 等撫率清遠伯王友遊 讓即 旗照耀川原之草木皆紅鼓喧滄海之鯨波 佛描枯拉 循富良江而直下 連堡煙焰燭天燒逐敗舟火 日	三十八 使之然耳以表議其直當六千里唐開元十二年測交州夏至一分在表之南三寸三分交州去洛水七千餘里盖山川曲折城池 千七百餘里 影在表南三寸三分與元嘉所測 同王充論衝日南郡去萬里李日安南府至長安七千二百五十里孟館云以四方之安南適當中國末地耳今自羅城至京師的一百十五計七 王築文郎城安築螺城皆其都城也餘 普在周時交趾有南等郡凡六十餘城皆應之不知此城何時築也文獻通考云馬不聞有城然安南志云東漢交趾女子徵側徵 反九日 故址是其証也漢書又云交趾郡有十二城九 援斬二今三帶州有所築城望海域 平定郡始調立城日南各五城 援之後典守者所自立 皆未可知也偶越外紀又言漢士按漢交趾郡有十二縣九真日南有十縣登援於各縣始調立城榮贏 城吳陸胤龍編城杜慧度城元朱 瑙 繼增修之嘉荣蘇瀝城志又云張伯儀大羅城張舟高二十 十九城十九 要害之地皆築城堡堅固完壯永為守備本司境內城堡通計此數城有名者 可考証其餘並無基故址可者亦無載可豬要之不可得而詳也國朝克平之後凡有府衛之處及境內交州府城一堡四 北江府城二堡一 諒江府城二堡三 新安府城二堡一 清化府城一堡四 安南志原卷第一 三江府城一 安府城二 山府城一堡二建昌府堡一宣化府堡一新平府城二三十九 順化府城三 演州城一 安南志原 第一四十
HVB_002_0097	民喜舞以爭迎老幼扶揽而 直抵東都成將 囚棄甲 共 惟逆之兎狡以狗 尚存出沒 潰盤灘之舟來降者 江之津攻其所先力拔江之遊破園枚之殺為多復 徒爾陵山澤調清遠伯王友領指挥棚球等掩其不備夜波 其天山藏指揮王方等以被其踪是惡 遁悉聚强梁令指揮陳歷等以 巢穴而生江 即時 都指揮绘政等各率兵 過水爲倍道疾超 王師之至 西都乃黎之 穴領都指揮 旺臣旭領都督高士文等 集郡色加據疲顧爾之 而逃散比居族處成接而來降更	簡其名叉多與今所收者不合誰依凡例其名 載本地山川邑東回山似皆寶語也按安南志 交趾通志南越外所 按交趾山川之區楊子雲日趾荒裔水與天際柳子厚云林交州府 附著于此庶幾開 可知其云 見今日爲收之而小山小水之有名而收有未盡者一號異者 一增補具見各縣州志內其高大之有勝跡及人常所稱道者亦佛跡山在石室縣有盤石上有巨人跡山下有池三里餘池 上兩傍皆水榭五六月蓮花盛香氣襲人鳳凰山拱把其南 佛跡山廻抱其北上有上福寺金碧光 眞一方勝梨空路山在石室縣上有樂林寺昔路禪師化身之地勾湯山在石室縣山低小而多岩相傳古勾漏縣在其下 地觀山在里仁府峰巒耳甚遠内有平地百餘頃四添山 濾江一名富江在東縣上三帶州白鶴江經本府城東於此作宮室立倉一廠以備非常面如壁立攀可至背陳洋浩渺下通大黃江入于海 江分流沿城北轉而西紙來蘇江舊名蘇 江自交州城東 七年掌布政司黃福重加治因王師吊伐民獲安息故更其名江相傳有人名瀝者開此故名冬春乾涸秋夏通舟永樂十日來蘇
HVB_002_0098	安南志原第三	安南志原 第一 四十二 白鶴江在三帶州上有 江宣江三水合流于此下通江北江府
HVB_002_0099	安南志第三	安南志原卷第一 土 縣産香木 沉山芹山巨來山山西山
HVB_002_0100	二百二十六 封築於沙門惟下洪别人 氣飛星學電流屍於仙侶 營城犯木凡州即時進步騎並進戈地揚水陸交攻督机升等横海將軍魯顧等都指揮王諒等師次魯江口水立操弄白刃五率都指揮王通胡海等都 黃江猶 而不改貓懷好而倔强投身膠海固巨及 速將軍碼能等西製捕於巴頓官於長之寇 之暴殘欲解邦民之茶毒委身而効義願要以當鋒領兵萬 將校而追討本國降人等情 等悉師以進攻 旨咸赦宕之其餘軍民人等脫身水火稽首明同雨露之恩 上餘降附人中有脅從同黨者並已服罪輪情革心向化謹宣聖 萬二千六百船五千三百五十其所俘獲 軍資器械另行奏 戶一百八十五萬八千四百所獲象四十隻馬一百五十二年二 於敵而之不費所平府州二十七縣九十三 氣消 妖率見於夷島臣等自征討以來天道助而之 徵 漂炎海以生逝何遊魂已遠嘉亂終點於漢庭旬轉戰一夕治圍乃力盡途彈自知計窮命促懼山之蛇於門倍張兵氣 心於膠水已經 餘修數百導 安慶更生萬家之喜氣如春南極之 大慰雲寬之望輯 坐視凱歌之奏日 氛頓息等會無血刃之勞風行草 永樂太平之盛治無任歡呼舞 復全振古之封	五十四 妃山在東城層峰秀出大江環流臨高而望如環芙蓉陳妃 立塔於此故名 橫耳數千里 要處也相傳昔道吾築碑山在土黃縣峭壁 陀寺山日山 鐵山在東城縣産鐵 縣與 陵喬能蠻各擒此 險因築碑爲界祇陀山在古業縣陳裕宗嘗至此愛其風景清雅因名其寺日惠山在東城縣狀如覆諸山勝可觀天山在奇羅縣東邊海相傳仁王遊方至此夜聞天籁 敏名官軍 安南黎賊子黎蒼於此就擒耳 州刺史朱著求横山在河華縣重疊遠普林邑告 於日南北自橫山爲界的此山也井山在興喬州秀聳數十峯下有沿山在興喬州上有爆泉四時不竭產降眞香基山在玉麻州下有銀穴 波故山巨界山俱在玉麻州下有金穴 江縣上接茶籠州下通土油縣江深而且偶江在
HVB_002_0101	第三 安南志原	安南志原卷第一 鱷魚 龍眼 檳榔
HVB_002_0102	二百二十八 威眾人懷之處横 數犯朝廷之邊境攻圍詔使侵暴鄰邦惜稱大處窃紀年號酷刑逞狼之殘蛇之毒我賊國主竟移陳氏之宗茶毒生民改姓名胡一元及子黎蒼更姓名胡登者僻居炎微固海 其本根而患寧於萌 安南逆賊黎季 清盖到惡悉 伐之師武功告成爱舉獻俘之禮渠魁盡獲海天討有罪 冤動地無辜 剝民家被剖克之思 新狂估修而不改進過天朝 酸乃乘破竹之勢分逐 破重關之飛渡長江 拔多邦之城威夷群 風威而 嶺表 恭拜制書總率師旅膽館 先雲氣而渡斗南 虎校 原罪浮微側漢兵必事於剪除臣 之孫凶甚三苗舜法 容於原宥罪 猶烟火之大於魯江仙侶市 蟻之眾迅掃於盤灘園枚賊 島之夷東都立平西都下餘孽如 書其	脚有不如鐵尾有刀能刺而食狀類 而長大身長三丈口潤牙尖四鼠狀背 紅毛然翼淺 狀如龜而漫胡無指爪其甲有黑其文如 而薄可以為飾物 蛇不能動刺殺之胆性極冷能療眼疾及諸花形大且長潛草間見牛應以身繞之曬死則潭身紅飛鼠多花者七十四 品有即子也 子臨紙云陸之注之也可食之古載交趾溪 長多用卵鹹為醬非官客觀族不得食按郊特性羅藥五月香多無審民間有此不敢食之俗日香蓋菓中之極品也或種出西城賞如北梨四 果如冬瓜有五六月熟香可食波羅蜜可能人化 二海尤 荔枝進之以備方物樹高大花紅寶肉如水甘而多汁性熱多不害渴補普趙陀 進之通志云生於嘉林州花林 永元年交趾貢生荔枝夜轉送魏女帝時亦動 福建所產金鐘荔技
HVB_002_0103	安南志原卷第三	安南志原卷第二 商税課程錢 五千五十四 二百三文
HVB_002_0104	二百二十九	九十 九十一 安南志原卷第二 一十五雨 寶鈔一百十二貫
HVB_002_0105	二百三十 等亦由魯江直至龍王海口戰手船隻釋其拘 人民 首等轻舟復塞於海津途洗滌從懷降附臣率都指揮 江太過獲海并其戰艦直抵悶海賊由魯江至于 盡奔旭等聞報至同率騎將軍朱榮乘勝進 雨注而莫我敢砲銃雷所向無前大建剪屠陸交攻矢 殺氣騰空終日雲昏而露臣是率指揮標瑞等領馬步軍水以領凶徒盡 途振	一百 以富雄豪奪兼并役屬貧弱俘不忌古今患之爱自前代至悍文獻通玖云五嶺以南地方遐夷療雜居不知義其性 合制度不可以化 也 于唐朝多委宿德重臣撫寧其地也一年再稻載八蠶桑野多魚鹽之利衣食完足然習南越外紀云其人或推或剪髮文身跳足口赤齒黑尊卑皆食 性乖多怨攻擊無父子之觀故非重臣良將不可以定法平居不冠手坐盤足見尊貴跪以參拜爲禮也鴉每元旦三日皆具盤餐以祀先男女率香拜佛體 好諜演州人純秀好學餘皆愚機 安南志遊戲歌舞仿拋接團球拉繩索較勝者飲酒資者飲水初九 云交愛州人调交趾通志云荒裔之地也民皆徒足跌貴者行有革履乘有抵安南志原卷第二 一百二 祀先祖官僚士飲酒爲樂四月八日爲浴佛節香禮佛菓日爲玉皇誕辰皆往道觀瞻拜禮供三月三日爲上己節具湯餅 安南志原卷第二 祀祖或作盂蘭盤會以薦亡人鄉里並有競渡之八月田家配先五月五日各採花草預製藥材七月十五日具格盤影衣以 己至於山川隔限遠之處多有不同者難於具載詳見各府燃燈徹夜而質者以此夕自相配合焉此特民風土俗之大而牲以祀田神及本境之神有唱區博手戲或作佛會以祈福也終則盡其所有極其誠敬厚祭先人喝炮竹相宴樂未能盡革
HVB_002_0106	升横海將軍	見 交州前衛府 交州後衛見
HVB_002_0107	等井土人知府莫等調指	交州中衛以上三並昌江衛見諒江府 見交州府平府衛見見新見三蜜府新安衛安府三江衛江府 清華衛見清 華府安衛
HVB_002_0108	土人知府 大	見父 安府 見順化衛化府市橋守 千戶所
HVB_002_0109	油然而作雲郎 然而下雨水深數尺信川神之効 進而莫前 至典與海門時時久水 十九日舟 我軍欲 捨身而先 賊 邀而向岸奔逃矛较爭而望風披靡殘夷敗士卒倍增二 臂以當輪分隊調前官軍 租 尾而致 欲逞水船 四月二十二日師過清花府磊江城業 瑜	道經會稽募 兵及所調五千人從兩道人先使視虛實揚威德吳黄武中以陳時代士爲交趾太守子不奉命舉兵皮海口以震動其心而與七縣兵迫之斬梨隆降數萬人以功封都亭延康元年以呂爲交州刺史自廣州晝夜進或日做藉 懷未吾之卒至 世之思為一州所附未易輕也日撇 軍貴輕 掩其無備破之必矣格過不進彼得生心固守數郡百應雖有智者莫能圖也過合浦岱與弟之子匡舊有恩 率兄弟六因匡說徽伏罪雖失郡守保無他憂尋繼其後迎皆斬之將甘等復率兵攻皆破之進討 人肉
HVB_002_0110	雷勵風飛不可一日而縱賊 揮舉厥江東臣彬率部指揮讓揮指王英等由舉 巫凱等由土油 江西各從陸步掩襲港魂震 欲爽戲於新 南州升魯舟師先於奇羅海口殺害徒奪其戰 五月十 朱不花遊 將軍朱 王恕等循海而追躬率大軍至日 劉 求降於海口臣輔復調黃忠機將軍程寬張勝丁能騎將軍 安志川	一百二十四 征安與首鄧悉等戰其衆至新平而選蒙管兵官調任 交趾都指揮同知往清華守會首簡定陳季等相繼侵犯清華城生擒將范廷的賊眾擒胡旦黎添福等以軍 不繼蕉 晒收積充作口自備銀兩衣服賞勞有功協力固守年之後官軍 應同往火安新年等處追 得功而還 徐 盧州府合肥縣人先任交州部指揮事永樂十年位威 州攻破麻州山寨繼蒙總兵官調統本官軍餘寇長安府古弘縣册夾典 海口又哨探演州丹海口等處及河於羅深江黃山等處雜從總兵官陸路征哨心江及深江江地面仍統軍船含海并石塘縣出海至雙魚山而還前後戰 海山站界井奇羅荷花二海口奪賊船賊案舟大横山年總兵官征夷將軍英國公張輔改為都司而後置本司於城內 交趾府承宣布使司在金温江之西來蘇江之南乃唐安南都之地無躁於此本司原在交趾府城內鼓樓之西永樂十三 炎 護之治所而李陳氏於此立國也平原沃野四達山川拱把完固落成十七年三月初十日規模制度一如其舊 東街之南福再新起建始於十四年八月十二日司事書 正廳五間 前堂三間 後堂五間
HVB_002_0111	二百三十一	一百二十六 庫房三座計四十二間
HVB_002_0112	安志原卷第三 一日其所領永定等 土軍王柴胡等七人生擒賊首季二百三十二 州處李大等報初十日於奇羅海口 侄黎无咎 或弟季 望山生擒賊首黎蒼及其男芮臣彬等踪追襲亦至日南 發賊男黎澄十二日莫下頭目武如卿等五人於永盎海畔高忠所領指揮陳欽率交州右衛軍人李保等七人於海口山中擒等其胡范六財光等之股口弟 門宗族偶官咸生擒於磨下自謂煙霧之僻處歷 執總於 父子昆弟皆 抗衝於中國肆毒害於生靈覆載不容神人共 致討終服而不常茲逆賊尤甚凶殘罪惡滔天冥圖大欲 州漢唐僅能宋元 被侵侮竊跳子故雖加兵而 魅於炎荒淨妖気於 生籍安南本古交 諸海臣輔等 敦民水火之中室家相慶 宥迫 殺撫流移奉宣恩命咸 更 之心智悉皆降附過師枕席之上食來迎 飛謹杜 等 陳日照阮 股肱亦已就 定之速邁三年之克鬼方俘獲而還 威所不能加孰知聖恩神功之齊天六合全討而莫能敵 代 歸化嘉興等鎮節度大使 屯鎮江管內觀察處置等使持節 大主黎蒼推誠守正贊弘化功臣雲 處國上皇黎季 俘獲斬級軍資仗別具章條奏上臣等生擒安南逆賊首 大 二馬四百二十三萬五千七百五十船八千二百六十五其所 縣一百六處戶八十三百一十二萬五千九百所獲象一百一十 人與圖復隆古之封疆布中華之禮制通籍所平府州四十八處 蹄舌之民咸路壽域幾千里魚鹽繁衍之地盡 之功數百萬 之惡盈漢光聖淵宏明見萬里之外周王天威桓赫坐收三 餘恨解邦民之倒懸將士歡呼知天心之助順蠻夷舞信天道 六月之征 雪前代之 第三安有志	司獄司三間門一座 永盈庫在交州府城內鼓腰北永樂五年四月初十日開設十廳五間 一日設本提學陳元清起 吏目 三間東西司房各十間交趾鹽課提舉司近在交趾府東關縣東南永樂十二年四月初中門三間 外門三間 支封場鹽課司見新安府支封縣安和場鹽課司見新安府水棠縣安老場鹽課司見新安府安老縣廣慈場鹽課司見建平府安寧縣大黃場鹽司見建昌府初縣黃福場鹽課司見安府黃福縣舟夾場鹽課司見清華府九黃縣起 舍二座計十五間 千冬場鹽課司見演州 南界場鹽課司見安府不縣通濟鹽倉近在提舉司西永樂十二年四月初一日提舉陳元清博濟鹽倉見新安府至靈縣廣濟鹽倉見建平府 清遠鹽倉見 府 安南志原卷第二 百二十七 安南志原第二 安濟鹽倉見义安府 演濟鹽倉見安府 雲屯分場見新安府 交趾雲南屯市舶提舉司見新安府雲屯縣順化抽分場見順化府 交趾新平市舶提舉司見順化府府一十七
HVB_002_0113	二百三十三	左右廻各三間架閣庫三間司獄司廳三間 安市志原 第二 一百二十九
HVB_002_0114	安南志原卷第三	安南志原卷第二 一百三十四 修橋梁皆衆力而成不勢集事今依各府縣開報詳載志内而 具其總目於此 通計橋梁三百三十五 北江府十四 安州府三十一 江府五 鎮蠻府十八 三江府三十三 清華府四 順化府三 演州一 古蹟 新安府四十四 奉化府十三 宣化府六 安府十二 歸化州十六 諒山府二十九建昌府三十一建平府十八太原府十二新平府五 寧化州一
HVB_002_0115	二百三十四 王黎酒偽郡亞王黎范 孫五賊弟臨安鎮 大安鎮 新安鐵騎大將軍新興郡王黎汪賊孫太子黎芮郡嗣 太原鎮兼天關鎮騎上將軍梁國王黎激 國衛國大王黎澄 開府儀同三司天內檢校大尉平章軍國事金魚袋上柱國開 雲屯歸化嘉興等錯請軍事領東都路天長府路大都督府特進國唐林郡王黎季 偽望江鎮 賊國將軍 司入內右相國平章 龍興路都統府平陸縣上侯黎子 陽郡亞公黎无 偶 黎伯駿石唐 孫署一局正掌 威亭 黎子 軍入內判中都府河	久古人於名勝形便之地皆有創設制作於其間歷世 城故址 入志中而又擇其著稱者築見于此墜然其跡則未嘗與之俱也志書則記載之而不遺者所以見聞備考索而知其興衰之故而已交趾地方偏在西南隅然山川奇勝地勢廣博古人制作之跡所在有之據所開報者各收越王城在東岸又名螺城以其屈曲形如螺也其制始自安陽王九曲重又名可 城古安陽王所築也安陽所都本越地故 後人爲越王城城中有安 王宮故址猶存昭云趾安陽王國是也 此二城址猶存 失南志原卷第二 一百三十五 城望海城俱在安縣昔交趾徵側徵貳反漢光武拜馬援伏波將軍討之斬二徵平交趾以西平縣分置封溪望海二縣築 歲一易 宮室 津渡 關隘 安南志原卷第二 經一千九百八十二丈故址猶存一百三十六 大城在交州府城外唐張伯儀所築高破南詔後廣之內 田 王宮在三帶州舊志云未有郡縣時有潮水上下墾址猶存 香人船往來人以爲仙境其田者民統其者爲王副貳者爲將皆銅印青綬號 文那國以淳機為俗結繩爲治傳世十八爲蜀王所滅今宮故岸邊花重光宮在美祿縣陳氏建行宮於此一至焉水続宮 朝克平之後總兵官英國公點國公始建浮橋以通北江府路一東津渡在東關縣江東西對岸以舟往來間阻於風波國 撥軍守把 坡關舊名 羅唯關在淵縣乃入南郊之第一關也夷關在鎮夷縣舊名關極幽險亦名鬼門關通廣西路玉山海口關白龍尾關俱在萬寧縣海東邊通欽州路今鎮夷衛關通雲南路廢永樂十六年總兵官豊城侯復設軍於此石 守把 安南志原卷第二 一百三十七 森洞上有援 云銅折交趾滅故交趾人每經其下以瓦石鋼 漢波將軍馬既平交趾立銅柱爲漢界相傳在欽州古為伏波之也未詳其所在日南郡西屠夷國援嘗經其地亦之久而成丘唐馬總爲安南都護建二銅柱劑著唐德以明其
HVB_002_0116	保庭 事三江路太守新安制使國子祭酒 大夫入內行造門下左練議大夫同中書門下公 彦光正 書右司事密副使 袋柱國東山鄉侠胡杜偶入內行 同知 都知左班事諒江鎮 行軍事說山路同知總管府事 金魚 永綠亭供廷將入內会聞國政內侍省 侯黎廷焯 擒衛中即將領能捷 偽寧衛將軍賜金魚輔符縣伯段神勁營亭伯夢拘 金魚袋護軍景 新萬年之治化永樂四海之寧無 盛以發夷用昭天憲 勞平定 俘而告社仰答神 成算得效 夷克清大 降為官別具奏聞臣職等無汗馬之勞伸敵條之憤皆 命讓指揮同知指揮事中忠下其餘解擒 部指揮事 大将軍黃曰啓前都將軍伍含亨後都将軍丁文 事柳升橫海軍魯麟神機將軍張左大將軍世封右 領壯男營范六材印差都督 任慶之至謹奉露布以 總兵官進賀平定安南表文 安南志川	一百三十八 志云援鋼柱在象州南界與西居國分漢之境文云銅柱山周圍悉姓馬士人以為留寓稱爲馬流銅柱後沒馬流人識其處林邑樹二銅柱表漢界及北還留十餘戶於柱下至隋乃有三百餘月十餘里形如蓋西跨重岩東臨大海又云林邑大浦口有五銅柱唐天寶中何履光爲都護館兵伐雲南收安寧城再立馬銅 柱以定 界今未詳其所在 大光聖岩在黎平縣中有泉穴人以物投之流出芝封江岩中有摩法師塑像岩下有淨戒寺東南有一秀峯上有塔存焉又 岩俱有小溪相通有巴魯岩雷岩 岩碎岩茵 勝住岩在英山縣寬瀾深 范師孟題石云行役登山 家 首萬里天觀南外賓日東岳前安阜天一握象頭九雲會訪安期仙油白藤想像吳王船憶背 紫千層 至今四海民長記帝的轉坤旋乾反掌莫極挽河洗腥年 日江山王氣白藤秋題詩為問葛仙伯分我青山一半不 公暇得閑遊方雲中出紫府清都水上浮宇宙奇觀谷 圓 抱福岩八九丈土皆赤色范師孟詩云抱洞天滄海頭前因滿胸中 云挿天 縣寬五丈餘純一師法脫形于此范适 花岩在東 鬼刻白雲宮色玉芙蓉勝景千年海郡雄竹影花陰青峰寺神龍泉岩在洞喜縣寬廣三百餘丈內有釋伽佛殿及諾石佛像東 高處望山川秀氣北廻萬勝排霜戟南春江湧玉虹日暮杖 泉噴薄成池有遊魚不可指人有秉燭而遊者誠意 有一穴 安南志原 第二
HVB_002_0117	二百三十	一百三十九 安南志原卷第二一百四十禮焉
